"from","to","weight","name","colour","size","curve","forcecurve","is3d","arrowsize","arrowlength","dash","isdashed","from_name","from_present","from_x","from_y","from_z","from_colour","from_shape","from_size","from_shorten","to_name","to_present","to_x","to_y","to_z","to_colour","to_shape","to_size","to_shorten","red","green","blue"
23,24,0,"W_X","red",0,0,TRUE,TRUE,0,0,8.22983865893656,TRUE,"W",TRUE,0.88545602565321,0.464723172043769,-0.5,"blue","sphere",0.05,0,"X",TRUE,0.120536680255322,-0.992708874098054,-0.5,"blue","sphere",0.05,0,1,0,0
3,4,0,"C_D","red",0,0,TRUE,TRUE,0,0,2.39315664287558,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"D",TRUE,-0.970941817426052,0.239315664287558,-0.5,"blue","sphere",0.05,0,1,0,0
3,25,0,"C_Y","red",0,0,TRUE,TRUE,0,0,6.12980118694277,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"Y",FALSE,-0.568064746731156,-0.822983865893656,0.5,"green","sphere",0,0,1,0,0
3,19,0,"C_S","red",0,0,TRUE,TRUE,0,0,1.20536680255323,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"S",TRUE,-0.88545602565321,-0.464723172043768,-0.5,"blue","sphere",0.05,0,1,0,0
3,20,0,"C_T","red",0,0,TRUE,TRUE,0,0,6.82618214402767,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"T",FALSE,-0.748510748171101,0.663122658240796,0.5,"green","sphere",0,0,1,0,0
3,24,0,"C_X","red",0,0,TRUE,TRUE,0,0,6.63122658240795,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"X",TRUE,0.120536680255322,-0.992708874098054,-0.5,"blue","sphere",0.05,0,1,0,0
3,18,0,"C_R","red",0,0,TRUE,TRUE,0,0,5.68064746731156,TRUE,"C",TRUE,-0.970941817426052,-0.239315664287557,-0.5,"blue","sphere",0.05,0,"R",TRUE,-0.120536680255324,-0.992708874098054,-0.5,"blue","sphere",0.05,0,1,0,0
14,26,0,"N_Z","red",0,0,TRUE,TRUE,0,0,9.70941817426052,TRUE,"N",FALSE,0.88545602565321,-0.464723172043769,0.5,"green","sphere",0,0,"Z",FALSE,-1,1.22460635382238e-16,0.5,"green","sphere",0,0,1,0,0
14,25,0,"N_Y","red",0,0,TRUE,TRUE,0,0,7.48510748171101,TRUE,"N",FALSE,0.88545602565321,-0.464723172043769,0.5,"green","sphere",0,0,"Y",FALSE,-0.568064746731156,-0.822983865893656,0.5,"green","sphere",0,0,1,0,0
14,19,0,"N_S","red",0,0,TRUE,TRUE,0,0,10.1687382371933,TRUE,"N",FALSE,0.88545602565321,-0.464723172043769,0.5,"green","sphere",0,0,"S",TRUE,-0.88545602565321,-0.464723172043768,-0.5,"blue","sphere",0.05,0,1,0,0
8,14,0,"H_N","red",0,0,TRUE,TRUE,0,0,5.14323916697419,TRUE,"H",TRUE,0.970941817426052,-0.239315664287559,-0.5,"blue","sphere",0.05,0,"N",FALSE,0.88545602565321,-0.464723172043769,0.5,"green","sphere",0,0,1,0,0
